1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,TotalSF
742,742.0,3.0,0,0,1,742,0.0,390,3,2005.0,1484,2,12589,149.0,0.0,24,5,6,742,0.0,2005,2005,2226.0
1064,703.0,2.0,0,495,6,354,0.0,504,2,1987.0,1767,2,5306,44.0,0.0,35,7,7,1064,0.0,1987,1987,2831.0
813,0.0,2.0,0,0,1,813,0.0,270,1,1932.0,813,2,5684,70.0,0.0,113,8,6,813,0.0,1930,2005,1626.0
520,0.0,2.0,2,490,6,30,0.0,0,0,0.0,754,1,6780,60.0,0.0,0,8,6,520,0.0,1935,1982,1040.0
2069,0.0,4.0,3,425,6,160,0.0,505,2,1960.0,2069,2,27650,313.0,0.0,0,7,7,585,0.0,1960,2007,2654.0
1509,0.0,3.0,2,783,6,678,0.0,600,2,1988.0,1509,2,10200,85.0,219.0,0,5,6,1461,0.0,1988,1989,2970.0
702,779.0,3.0,0,0,1,702,0.0,343,3,1994.0,1481,1,8125,65.0,0.0,36,5,6,702,0.0,1994,1995,2183.0
960,0.0,3.0,2,789,5,171,0.0,576,1,1970.0,960,1,9873,60.0,160.0,288,5,4,960,0.0,1970,1970,1920.0
1040,0.0,2.0,4,0,0,0,0.0,420,1,1950.0,1040,1,7200,60.0,0.0,29,5,4,0,0.0,1950,1950,1040.0
1040,0.0,2.0,4,0,0,0,0.0,420,1,1956.0,1040,1,7200,60.0,0.0,0,5,4,0,0.0,1949,1950,1040.0
901,901.0,4.0,0,352,2,441,0.0,216,1,1920.0,1802,1,7588,54.0,0.0,0,6,7,793,0.0,1920,1950,2595.0
1184,1426.0,4.0,2,64,6,1120,0.0,550,3,2007.0,2610,3,9000,75.0,0.0,364,5,8,1184,0.0,2007,2007,3794.0
1466,0.0,3.0,0,176,0,1290,0.0,528,3,1959.0,1466,0,17755,134.0,132.0,140,4,5,1466,0.0,1959,1959,2932.0
966,686.0,4.0,0,686,2,0,0.0,416,1,1961.0,1652,1,10800,60.0,0.0,0,6,5,686,0.0,1915,1950,2338.0
1080,1017.0,3.0,0,50,4,499,0.0,678,0,1993.0,2097,2,11228,59.0,0.0,187,5,7,1080,0.0,1993,1993,3177.0
1625,0.0,2.0,3,1573,0,0,0.0,538,0,2006.0,1625,2,4750,44.0,481.0,0,5,8,1573,0.0,2006,2007,3198.0
1304,983.0,3.0,0,603,4,701,0.0,667,3,1953.0,2287,1,15593,81.0,0.0,21,4,7,1304,0.0,1953,1953,3591.0
1734,1088.0,3.0,3,0,1,1734,0.0,1020,2,2009.0,2822,3,13891,107.0,424.0,170,5,9,1734,0.0,2008,2009,4556.0
1022,1032.0,3.0,0,695,6,297,0.0,390,2,2000.0,2054,2,12224,69.0,40.0,48,5,6,992,0.0,2000,2000,3046.0
1336,0.0,2.0,1,841,4,324,0.0,375,1,1953.0,1336,1,15750,90.0,56.0,0,5,5,1165,0.0,1953,1953,2501.0
894,0.0,3.0,0,552,0,342,0.0,400,1,1999.0,894,1,9450,68.0,0.0,0,5,4,894,0.0,1954,1954,1788.0
1719,0.0,1.0,3,1619,6,100,0.0,473,3,1993.0,1719,2,10846,32.0,0.0,30,5,8,1719,0.0,1993,1993,3438.0
1223,904.0,3.0,0,1000,6,223,0.0,525,2,1994.0,2127,2,10944,81.0,448.0,132,5,7,1223,0.0,1994,1994,3350.0
1251,0.0,3.0,0,553,0,698,0.0,461,0,1964.0,1251,1,8800,80.0,425.0,116,6,6,1251,0.0,1964,1964,2502.0
912,0.0,2.0,0,111,4,522,0.0,297,3,1958.0,912,1,7535,70.0,0.0,285,7,5,912,0.0,1958,1985,1824.0
600,0.0,3.0,0,0,1,600,0.0,0,0,0.0,968,1,5925,50.0,0.0,0,6,3,600,0.0,1910,1950,1200.0
941,888.0,3.0,0,483,6,458,0.0,613,2,2003.0,1829,2,9548,44.0,223.0,39,6,7,941,0.0,2003,2003,2770.0
790,784.0,3.0,1,712,6,84,0.0,566,3,1976.0,1574,1,18800,69.0,120.0,111,5,6,796,0.0,1976,1976,2370.0
720,0.0,2.0,0,495,3,225,0.0,0,0,0.0,720,1,7879,60.0,0.0,523,5,4,720,0.0,1920,1950,1440.0
1980,0.0,3.0,2,1447,6,533,0.0,770,3,2004.0,1980,3,16737,129.0,66.0,45,5,9,1980,0.0,2004,2005,3960.0
1621,0.0,3.0,1,213,5,995,0.0,440,0,1984.0,1621,2,14145,91.0,0.0,45,7,7,1208,0.0,1984,1998,2829.0
1602,0.0,3.0,0,1246,5,356,0.0,529,3,1977.0,1602,2,16635,69.0,126.0,0,7,6,1602,0.0,1977,2000,3204.0
1149,467.0,3.0,1,370,2,779,0.0,216,1,1926.0,1616,2,5400,40.0,0.0,0,7,6,1149,0.0,1926,2004,2765.0
1600,0.0,2.0,3,1277,4,207,0.0,319,2,1957.0,1600,1,16321,47.0,0.0,258,6,5,1484,0.0,1957,1997,3084.0
1378,741.0,3.0,0,0,1,689,0.0,583,0,1972.0,2119,1,10448,69.0,333.0,104,6,6,689,0.0,1972,1972,2808.0
970,739.0,3.0,0,0,1,970,0.0,380,1,2004.0,1709,2,2522,24.0,50.0,40,5,7,970,0.0,2004,2004,2679.0
2110,0.0,3.0,0,1065,5,1045,0.0,522,3,1968.0,2110,3,11160,93.0,0.0,0,5,7,2110,0.0,1968,1968,4220.0
774,0.0,3.0,0,544,3,0,286.0,0,0,0.0,774,2,4270,70.0,0.0,0,6,3,544,0.0,1931,2006,1318.0
796,0.0,2.0,0,0,1,796,0.0,0,0,0.0,796,1,3636,40.0,0.0,0,4,4,796,0.0,1922,1950,1592.0
1707,0.0,2.0,0,0,1,1686,0.0,511,2,1981.0,1707,1,16669,69.0,653.0,64,6,8,1686,0.0,1981,1981,3393.0
1610,551.0,3.0,0,1288,6,294,0.0,789,3,2007.0,2161,3,10562,86.0,300.0,120,5,8,1582,0.0,2007,2007,3743.0
909,807.0,2.0,0,0,1,880,0.0,512,2,1996.0,1716,2,8750,70.0,0.0,120,5,7,880,0.0,1996,1996,2596.0
1362,0.0,3.0,0,288,5,700,0.0,504,0,1961.0,1362,1,10197,80.0,491.0,20,5,6,1362,0.0,1961,1961,2724.0
882,914.0,3.0,1,706,6,88,0.0,546,2,1998.0,1796,1,9531,69.0,0.0,36,5,6,794,0.0,1998,1998,2590.0
1652,0.0,2.0,3,1480,6,120,0.0,482,0,2008.0,1652,2,5587,64.0,186.0,53,5,8,1600,162.0,2008,2008,3252.0
832,650.0,3.0,0,624,5,26,0.0,324,1,1930.0,1482,1,9000,50.0,0.0,0,9,7,650,0.0,1920,1988,2132.0
1015,0.0,3.0,0,489,3,279,0.0,450,1,1925.0,1015,1,6120,51.0,0.0,0,7,5,768,0.0,1925,1950,1783.0
958,620.0,3.0,0,403,4,238,0.0,240,1,1941.0,1578,0,9490,79.0,0.0,0,7,6,806,0.0,1941,1950,2384.0
1086,0.0,3.0,0,320,5,404,0.0,490,1,1989.0,1086,1,10200,85.0,104.0,0,7,5,1086,0.0,1954,2003,2172.0
672,546.0,3.0,0,0,0,672,0.0,0,0,0.0,1218,1,1680,21.0,236.0,0,5,6,672,0.0,1971,1971,1890.0
860,0.0,2.0,2,672,5,168,0.0,528,1,1996.0,860,1,8740,74.0,0.0,0,6,5,840,0.0,1982,1982,1700.0
792,348.0,3.0,0,0,1,576,0.0,0,0,0.0,1140,1,8800,55.0,0.0,160,7,4,576,0.0,1910,2004,1716.0
851,651.0,3.0,0,0,1,776,0.0,270,2,1931.0,1502,1,7200,60.0,0.0,0,6,7,776,0.0,1931,2000,2278.0
1165,0.0,3.0,3,312,3,276,0.0,490,2,1966.0,1165,1,9020,82.0,183.0,129,7,6,1127,0.0,1966,1966,2292.0
860,1100.0,4.0,0,625,6,235,0.0,440,3,2002.0,1960,2,7851,69.0,0.0,48,5,6,860,288.0,2002,2002,2820.0
1153,878.0,3.0,2,252,5,901,0.0,541,3,1998.0,2031,2,11404,75.0,202.0,84,5,7,1153,0.0,1998,1999,3184.0
689,703.0,3.0,0,378,6,311,0.0,299,3,1977.0,1392,1,10900,69.0,153.0,36,7,6,689,0.0,1977,1977,2081.0
1541,0.0,3.0,1,1201,0,340,0.0,532,0,2005.0,1541,2,12182,95.0,226.0,70,5,7,1541,0.0,2005,2005,3082.0
1327,0.0,3.0,0,405,3,658,0.0,624,1,1974.0,1327,2,7388,75.0,0.0,0,6,5,1063,0.0,1959,2002,2390.0
757,567.0,3.0,0,672,4,0,0.0,240,1,1936.0,1324,1,6000,50.0,0.0,0,6,4,672,0.0,1936,1950,1996.0
811,741.0,3.0,0,550,5,163,0.0,434,2,1975.0,1552,1,11475,85.0,0.0,208,6,6,713,0.0,1975,1975,2265.0
1453,1357.0,4.0,0,482,6,971,0.0,750,2,1990.0,2810,2,9572,69.0,336.0,0,5,8,1453,0.0,1990,1990,4263.0
1518,1518.0,4.0,1,0,1,1107,0.0,840,1,1993.0,3608,3,22950,90.0,0.0,260,9,10,1107,0.0,1892,1993,4143.0
1328,0.0,2.0,3,967,4,383,0.0,308,0,1959.0,1328,1,16905,115.0,0.0,104,6,5,1350,0.0,1959,1959,2678.0
1238,1281.0,4.0,3,965,6,245,0.0,628,2,1989.0,2519,2,26178,42.0,293.0,27,5,7,1210,0.0,1989,1990,3729.0
997,0.0,3.0,0,0,1,793,0.0,0,0,0.0,1517,0,8500,85.0,0.0,0,7,5,793,0.0,1919,2005,1790.0
1057,0.0,3.0,0,731,6,326,0.0,246,1,1953.0,1057,2,7922,68.0,0.0,52,7,5,1057,0.0,1953,2007,2114.0
1496,636.0,1.0,3,1441,6,55,0.0,612,3,1983.0,2132,2,12327,79.0,0.0,40,8,8,1496,349.0,1983,2009,3628.0
1629,0.0,3.0,2,1300,6,316,0.0,808,3,2002.0,1629,2,14536,85.0,236.0,252,5,8,1616,0.0,2002,2003,3245.0
1188,0.0,3.0,0,1000,3,188,0.0,531,2,1959.0,1188,1,12160,69.0,180.0,0,5,5,1188,0.0,1959,1959,2376.0
1464,0.0,3.0,3,929,6,556,0.0,754,1,2007.0,1464,2,15256,49.0,84.0,160,5,8,1485,0.0,2007,2007,2949.0
1216,0.0,2.0,0,897,6,319,0.0,402,1,1998.0,1216,1,4500,32.0,116.0,125,5,6,1216,0.0,1998,1998,2432.0
1634,0.0,3.0,0,0,1,1626,0.0,866,0,2006.0,1634,2,11428,98.0,248.0,44,5,8,1626,0.0,2006,2006,3260.0
672,252.0,3.0,1,0,0,672,0.0,576,1,2003.0,924,1,8064,60.0,0.0,0,7,5,672,0.0,1949,2006,1596.0
1060,0.0,3.0,1,188,3,204,0.0,270,1,1968.0,1060,2,8246,69.0,0.0,90,8,5,1060,0.0,1968,2001,2120.0
804,744.0,3.0,0,556,0,248,0.0,440,1,1976.0,1548,2,2308,24.0,0.0,0,6,6,804,0.0,1976,1976,2352.0
438,0.0,1.0,0,290,3,0,0.0,246,1,1930.0,438,0,8400,60.0,0.0,0,5,2,290,0.0,1920,1950,728.0
747,0.0,2.0,0,0,1,747,0.0,220,1,1945.0,747,1,4608,47.0,0.0,0,6,4,747,0.0,1945,1950,1494.0
892,0.0,3.0,0,432,4,460,0.0,288,2,1967.0,892,1,7150,65.0,60.0,0,5,5,892,0.0,1967,1967,1784.0
1190,0.0,3.0,2,803,5,303,0.0,540,0,1962.0,1190,1,7728,70.0,120.0,18,6,5,1106,0.0,1962,1962,2296.0
1394,0.0,3.0,0,609,4,785,0.0,514,2,1963.0,1394,1,9500,69.0,247.0,76,5,6,1394,0.0,1963,1963,2788.0
960,1000.0,4.0,0,0,1,960,0.0,400,1,1952.0,1960,1,7596,60.0,360.0,0,5,5,960,0.0,1952,1952,2920.0
848,0.0,1.0,2,659,6,189,0.0,420,3,2003.0,848,2,4435,36.0,170.0,0,5,6,848,140.0,2003,2003,1696.0
1339,0.0,3.0,0,1053,5,256,0.0,484,3,1990.0,1339,1,8049,50.0,54.0,58,5,7,1309,0.0,1990,1990,2648.0
784,0.0,2.0,0,0,1,784,91.0,360,1,1950.0,784,1,9000,60.0,0.0,0,3,6,784,0.0,1928,1950,1568.0
948,0.0,3.0,0,0,1,948,0.0,300,1,1968.0,948,1,8978,69.0,0.0,0,5,5,948,0.0,1968,1968,1896.0
1178,0.0,3.0,0,1084,4,92,0.0,439,1,1973.0,1178,2,10000,80.0,0.0,0,6,5,1176,0.0,1973,2000,2354.0
1005,978.0,3.0,0,694,6,284,0.0,490,3,1999.0,1983,2,10762,69.0,344.0,0,5,7,978,0.0,1999,1999,2961.0
1728,0.0,4.0,0,1606,5,122,0.0,560,1,1976.0,1728,1,9297,63.0,0.0,0,5,5,1728,0.0,1976,1976,3456.0
764,0.0,2.0,0,0,1,680,0.0,504,1,1965.0,764,1,5232,30.0,0.0,0,5,5,680,0.0,1925,2004,1444.0
526,462.0,2.0,3,462,6,0,0.0,297,1,1973.0,988,1,1596,21.0,0.0,101,5,4,462,0.0,1973,1973,1450.0
612,612.0,2.0,2,294,6,318,0.0,528,2,2009.0,1224,2,3000,30.0,76.0,234,5,6,612,0.0,2009,2009,1836.0
483,504.0,2.0,0,0,1,483,0.0,288,1,1972.0,987,1,1680,21.0,297.0,0,5,6,483,0.0,1972,1972,1470.0
933,975.0,4.0,0,642,6,273,0.0,493,1,1994.0,1908,2,8750,70.0,0.0,133,5,7,915,0.0,1994,1995,2823.0
1144,0.0,3.0,2,739,4,405,0.0,596,1,1956.0,1144,1,9571,68.0,0.0,0,6,5,1144,44.0,1956,1956,2288.0
1032,0.0,3.0,2,605,5,427,0.0,564,1,1978.0,1032,1,10395,69.0,233.0,0,6,6,1032,0.0,1978,1978,2064.0
1164,896.0,4.0,0,831,6,320,0.0,521,0,1988.0,2060,1,10029,97.0,268.0,228,5,6,1151,0.0,1988,1989,3211.0
1114,0.0,3.0,0,646,6,468,0.0,576,1,2004.0,1114,2,13695,66.0,0.0,102,5,5,1114,0.0,2004,2004,2228.0
1724,0.0,3.0,2,528,5,1152,0.0,480,2,1967.0,1724,1,17871,69.0,359.0,0,5,6,1680,0.0,1967,1976,3404.0
672,546.0,3.0,0,317,4,355,0.0,264,1,1972.0,1218,1,1680,21.0,281.0,28,7,6,672,0.0,1972,1972,1890.0
841,0.0,2.0,0,0,1,721,0.0,294,1,1950.0,841,1,8400,60.0,0.0,0,4,4,721,0.0,1950,1950,1562.0
1088,0.0,2.0,0,0,1,1074,0.0,461,2,1987.0,1088,2,3696,69.0,0.0,74,5,8,1074,0.0,1986,1986,2162.0
864,0.0,3.0,0,646,5,218,0.0,336,1,1978.0,864,1,7000,69.0,90.0,0,8,5,864,0.0,1978,2005,1728.0
1826,0.0,3.0,3,1422,6,392,0.0,758,0,2005.0,1826,2,11302,69.0,238.0,75,5,8,1814,180.0,2005,2006,3640.0
581,530.0,3.0,0,0,1,530,0.0,288,1,1935.0,1111,0,7200,60.0,0.0,0,7,5,530,0.0,1920,1996,1641.0
912,0.0,2.0,0,595,5,317,0.0,576,1,1992.0,912,2,8872,72.0,300.0,240,8,5,912,0.0,1965,2008,1824.0
1164,1106.0,4.0,0,524,6,628,0.0,671,3,1999.0,2270,2,11764,92.0,348.0,57,7,8,1152,0.0,1999,2007,3422.0
923,0.0,3.0,0,658,5,218,0.0,264,1,1984.0,923,1,6951,37.0,0.0,0,5,5,876,0.0,1984,1985,1799.0
910,0.0,3.0,2,0,1,105,0.0,414,1,1953.0,910,2,8892,74.0,0.0,0,7,5,105,196.0,1953,1996,1015.0
1040,0.0,2.0,4,0,0,0,0.0,400,1,1987.0,1040,1,8544,60.0,0.0,0,4,3,0,0.0,1950,1950,1040.0
840,534.0,2.0,0,315,5,420,0.0,338,3,1967.0,1374,1,5400,90.0,0.0,0,6,4,840,0.0,1920,1950,2214.0
2121,0.0,3.0,3,0,1,2121,0.0,732,3,2007.0,2121,3,14450,107.0,315.0,98,5,9,2121,0.0,2006,2007,4242.0
847,1112.0,4.0,2,0,1,847,0.0,434,3,2004.0,1959,2,11796,59.0,0.0,48,5,7,847,0.0,2004,2005,2806.0
1067,472.0,3.0,0,0,1,927,0.0,576,1,1995.0,1539,1,6120,51.0,0.0,0,6,5,927,0.0,1936,1950,2466.0
1268,0.0,2.0,0,540,2,728,0.0,244,3,1954.0,1268,1,7800,78.0,200.0,98,6,5,1268,0.0,1954,1954,2536.0
960,0.0,2.0,0,250,5,710,0.0,308,1,1997.0,960,0,6000,50.0,0.0,0,4,4,960,0.0,1920,1950,1920.0
1097,0.0,3.0,0,0,1,1097,0.0,672,1,1995.0,1097,1,10859,112.0,0.0,64,5,5,1097,0.0,1994,1995,2194.0
880,888.0,2.0,1,390,0,490,0.0,320,1,1914.0,1768,1,10800,60.0,0.0,341,7,7,880,0.0,1914,1970,2648.0
1112,0.0,3.0,0,120,4,736,0.0,271,1,1950.0,1668,1,9600,80.0,0.0,0,8,6,856,0.0,1950,2005,1968.0
1392,0.0,2.0,0,0,1,1392,0.0,576,2,1968.0,1392,1,13560,120.0,216.0,0,3,6,1392,0.0,1968,1968,2784.0
825,587.0,4.0,0,0,1,780,0.0,280,1,1939.0,1412,1,6000,50.0,0.0,0,6,6,780,0.0,1939,1950,2192.0
1630,0.0,3.0,3,0,1,1622,0.0,860,2,2008.0,1630,3,10226,61.0,270.0,42,5,8,1622,0.0,2008,2008,3252.0
1241,0.0,1.0,0,1106,6,135,0.0,569,0,2007.0,1241,2,4274,35.0,0.0,116,5,7,1241,0.0,2006,2007,2482.0
768,0.0,2.0,2,619,5,149,0.0,624,1,1987.0,768,1,7244,54.0,0.0,0,7,5,768,0.0,1970,1970,1536.0
1640,0.0,3.0,0,728,4,568,0.0,924,1,1993.0,1640,2,14778,69.0,72.0,0,7,6,1296,0.0,1954,2006,2936.0
1419,0.0,2.0,2,945,0,474,0.0,567,2,2007.0,1419,2,8089,60.0,0.0,0,6,8,1419,0.0,2007,2007,2838.0
1200,0.0,3.0,3,1200,6,0,0.0,0,0,0.0,1200,1,10800,60.0,0.0,0,5,5,1200,0.0,1987,1988,2400.0
725,754.0,4.0,0,626,5,99,0.0,484,3,1972.0,1479,2,7472,69.0,138.0,32,9,7,725,0.0,1972,2004,2204.0
1414,0.0,3.0,0,528,5,245,0.0,601,1,1990.0,1414,1,11029,87.0,0.0,51,8,6,1184,0.0,1958,2002,2598.0
624,720.0,4.0,0,0,1,624,0.0,513,1,1916.0,1344,1,4571,34.0,0.0,0,5,5,624,0.0,1916,1950,1968.0
1547,720.0,2.0,4,0,0,0,0.0,672,1,1979.0,2320,1,14762,69.0,0.0,144,6,5,0,0.0,1948,1950,2267.0
788,0.0,2.0,0,266,3,522,0.0,0,0,0.0,788,1,7446,69.0,0.0,0,5,4,788,0.0,1941,1950,1576.0
855,586.0,3.0,0,311,5,544,0.0,440,1,1978.0,1441,1,2289,24.0,0.0,0,6,6,855,0.0,1978,1978,2296.0
864,0.0,2.0,0,612,3,252,0.0,300,1,2008.0,864,1,9100,70.0,0.0,0,6,6,864,0.0,1959,1959,1728.0
864,0.0,3.0,0,616,5,248,0.0,528,1,1974.0,864,1,9000,60.0,0.0,0,6,4,864,0.0,1971,1971,1728.0
1776,0.0,4.0,0,0,1,1584,0.0,888,1,1968.0,1776,1,11475,85.0,95.0,25,5,5,1584,0.0,1958,1958,3360.0
1056,0.0,3.0,0,775,4,281,0.0,304,1,1968.0,1056,1,8450,65.0,0.0,85,6,5,1056,0.0,1968,1968,2112.0
904,0.0,1.0,3,350,4,333,0.0,0,0,0.0,904,0,10020,69.0,0.0,0,1,1,683,0.0,1922,1950,1587.0
1478,0.0,2.0,2,578,6,892,0.0,484,3,2009.0,1478,2,4403,69.0,432.0,144,5,7,1470,0.0,2009,2009,2948.0
840,765.0,3.0,0,0,1,840,0.0,379,1,1915.0,1605,1,5790,60.0,0.0,0,6,3,840,0.0,1915,1950,2445.0
882,908.0,3.0,0,633,6,240,0.0,588,2,1999.0,1790,2,9179,68.0,158.0,88,5,7,873,0.0,1999,1999,2663.0
1088,780.0,4.0,0,381,5,399,0.0,484,1,1976.0,1868,2,10304,69.0,44.0,96,7,5,780,0.0,1976,1976,2648.0
672,546.0,3.0,0,356,4,316,0.0,264,1,1973.0,1218,1,1890,21.0,285.0,28,5,6,672,0.0,1973,1973,1890.0
2084,0.0,2.0,2,1636,6,442,0.0,1220,3,2007.0,2084,3,14803,114.0,816.0,45,5,10,2078,0.0,2007,2008,4162.0
855,0.0,3.0,0,566,5,289,0.0,440,0,1976.0,1456,1,2280,24.0,0.0,0,6,6,855,0.0,1976,1976,1710.0
1256,0.0,3.0,0,830,4,136,0.0,276,3,1965.0,1256,1,9937,75.0,0.0,68,6,5,1256,736.0,1965,1965,2512.0
807,702.0,3.0,0,457,6,326,0.0,393,3,2002.0,1509,2,7861,69.0,0.0,75,5,6,783,0.0,2002,2003,2292.0
1436,884.0,3.0,0,774,5,104,0.0,180,1,1945.0,2320,2,7259,61.0,0.0,0,8,6,1028,0.0,1945,2002,3348.0
1370,1254.0,4.0,0,1128,4,242,0.0,864,1,1918.0,2624,1,22420,86.0,0.0,0,6,6,1370,0.0,1918,1950,3994.0
780,595.0,3.0,0,0,0,780,0.0,544,1,1979.0,1375,2,9000,50.0,0.0,162,6,6,780,0.0,1937,1950,2155.0
1095,0.0,2.0,3,513,5,75,0.0,264,0,1958.0,1095,1,10382,75.0,105.0,0,5,6,588,0.0,1958,1958,1683.0
1272,928.0,4.0,0,1084,5,188,0.0,0,0,0.0,2200,1,8777,67.0,0.0,70,7,5,1272,0.0,1900,2003,3472.0
1494,0.0,3.0,1,922,6,572,0.0,530,2,2002.0,1494,2,12803,88.0,99.0,36,5,7,1494,0.0,2002,2002,2988.0
796,550.0,2.0,0,0,1,560,0.0,384,1,1950.0,1346,1,11767,70.0,0.0,24,7,4,560,0.0,1910,2000,1906.0
990,0.0,3.0,0,588,0,402,0.0,0,0,0.0,990,1,8070,60.0,0.0,0,5,4,990,0.0,1994,1995,1980.0
1307,1051.0,5.0,0,0,1,907,0.0,360,0,1908.0,2358,1,45600,75.0,0.0,40,8,6,907,0.0,1908,1997,3265.0
833,0.0,2.0,0,415,3,418,0.0,326,1,1955.0,833,2,5400,90.0,0.0,0,7,5,833,0.0,1954,2000,1666.0
1133,1349.0,4.0,3,0,1,1094,0.0,642,3,2005.0,2482,2,12665,88.0,245.0,39,5,8,1094,0.0,2005,2006,3576.0
1038,1060.0,3.0,1,0,1,1030,0.0,878,2,2005.0,2098,3,10240,80.0,178.0,52,5,8,1030,0.0,2005,2005,3128.0
899,0.0,3.0,0,450,5,414,0.0,288,3,1967.0,899,2,7800,65.0,89.0,0,7,5,864,0.0,1967,2004,1763.0
1182,1142.0,4.0,0,998,0,177,0.0,736,3,2005.0,2324,3,11924,85.0,286.0,21,5,9,1175,0.0,2005,2006,3499.0
894,0.0,2.0,2,777,3,117,0.0,600,2,1985.0,894,1,7200,60.0,0.0,0,5,5,894,0.0,1972,1972,1788.0
1575,0.0,3.0,0,430,6,1145,0.0,529,2,1992.0,1575,2,8012,50.0,0.0,0,5,6,1575,0.0,1992,1992,3150.0
848,0.0,1.0,3,697,6,151,0.0,420,2,2004.0,848,2,4426,69.0,147.0,0,5,6,848,0.0,2004,2004,1696.0
815,875.0,3.0,0,0,1,815,0.0,225,0,1916.0,1690,1,8850,65.0,0.0,0,6,7,815,0.0,1916,1950,2505.0
925,550.0,4.0,0,548,5,36,0.0,336,2,1977.0,1475,1,2665,41.0,0.0,26,6,5,757,0.0,1977,1977,2232.0
1362,0.0,2.0,2,20,5,1342,0.0,460,0,2005.0,1362,2,7577,61.0,256.0,28,5,6,1362,0.0,2005,2006,2724.0
1456,0.0,2.0,3,0,1,1273,0.0,400,3,2003.0,1456,2,3196,69.0,40.0,20,5,8,1273,143.0,2003,2003,2729.0
1392,1070.0,4.0,1,57,6,1335,0.0,576,2,2006.0,2462,2,19378,134.0,456.0,132,5,7,1392,0.0,2005,2006,3854.0
983,813.0,4.0,0,400,4,380,0.0,483,2,1963.0,1796,1,7056,71.0,415.0,50,5,6,780,0.0,1963,1963,2576.0
842,630.0,3.0,1,0,1,702,0.0,250,1,1925.0,1472,2,9600,60.0,0.0,0,8,5,702,0.0,1925,1994,2174.0
1604,0.0,3.0,0,1334,6,270,0.0,660,2,2006.0,1604,2,8814,68.0,180.0,110,5,7,1604,0.0,2006,2006,3208.0
1619,167.0,3.0,3,1249,0,103,0.0,529,3,1965.0,1786,1,164660,69.0,0.0,0,6,5,1499,0.0,1965,1965,3285.0
1661,0.0,3.0,2,831,4,161,0.0,377,2,1955.0,1661,2,9600,80.0,0.0,28,6,6,992,0.0,1955,1996,2653.0
630,0.0,1.0,2,509,6,121,0.0,286,1,1970.0,630,1,1477,21.0,0.0,0,4,4,630,0.0,1970,1970,1260.0
2020,0.0,3.0,0,1436,6,570,0.0,900,3,2009.0,2020,3,12220,94.0,305.0,54,5,10,2006,0.0,2009,2009,4026.0
810,855.0,3.0,0,643,6,167,0.0,528,3,2001.0,1665,2,8400,70.0,0.0,45,6,8,810,0.0,2001,2001,2475.0
1836,0.0,3.0,0,24,6,1836,0.0,484,3,2004.0,1836,2,9100,70.0,0.0,33,5,7,1860,0.0,2004,2005,3696.0
1378,994.0,4.0,0,0,1,994,0.0,432,2,1985.0,2372,1,6600,60.0,0.0,287,4,5,994,0.0,1892,1965,3366.0
1301,0.0,2.0,1,405,2,740,0.0,440,1,1965.0,1301,0,6911,60.0,0.0,0,5,5,1145,0.0,1924,1950,2446.0
1240,0.0,2.0,2,0,1,1240,0.0,826,2,2006.0,1240,2,8556,74.0,0.0,93,5,7,1240,0.0,2006,2006,2480.0
1244,0.0,3.0,0,777,3,467,0.0,336,1,1957.0,1244,1,11988,90.0,0.0,40,6,6,1244,0.0,1957,1957,2488.0
1795,0.0,3.0,0,0,0,1777,0.0,534,2,2002.0,1795,2,9742,75.0,281.0,159,5,8,1777,0.0,2002,2002,3572.0
1167,0.0,3.0,0,560,6,598,0.0,400,2,1992.0,1167,2,9248,69.0,106.0,26,6,6,1158,120.0,1992,1992,2325.0
1578,0.0,3.0,0,0,1,1573,0.0,840,0,2008.0,1578,3,9262,78.0,194.0,36,5,8,1573,0.0,2008,2009,3151.0
993,915.0,4.0,0,0,1,967,0.0,431,3,2002.0,1908,2,14191,85.0,0.0,0,5,8,967,0.0,2002,2002,2875.0
1088,110.0,4.0,0,0,0,901,0.0,0,0,0.0,1198,1,5586,60.0,0.0,98,7,6,901,0.0,1920,1998,2099.0
1976,0.0,2.0,3,1350,0,626,0.0,908,2,2006.0,1976,2,14977,110.0,304.0,63,5,8,1976,0.0,2006,2007,3952.0
810,518.0,3.0,0,0,1,686,0.0,210,1,1940.0,1328,1,9906,57.0,0.0,172,4,4,686,0.0,1925,1950,2014.0
1268,0.0,3.0,2,196,5,1072,0.0,252,1,1978.0,1268,2,9286,69.0,0.0,0,7,5,1268,0.0,1977,1989,2536.0
625,625.0,2.0,0,0,1,625,0.0,625,3,2006.0,1250,2,4017,35.0,0.0,54,5,7,625,0.0,2006,2007,1875.0
1664,0.0,4.0,4,0,0,0,0.0,0,0,0.0,1664,1,9825,75.0,0.0,0,5,5,0,0.0,1965,1965,1664.0
708,708.0,3.0,0,404,5,304,0.0,776,2,1968.0,1416,1,11700,90.0,420.0,169,6,6,708,0.0,1968,1968,2124.0
1260,1031.0,4.0,1,1046,3,168,0.0,506,1,1900.0,2291,1,7200,60.0,0.0,0,6,6,1214,0.0,1910,1998,3505.0
